PLAYER_ID,GP,GS,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,SEASONS,FG_PCT,FG3_PCT,FT_PCT
2544,1409,1408,53707,14040,27809,2233,6488,8039,10939,1652,8924,10576,10351,2176,1065,4922,2585,38352,20,0.51,0.34,0.73
2617,878,501,21699,2660,5445,6,64,1236,1636,1615,4173,5788,733,424,251,809,2066,6562,20,0.46,0.05,0.69
2738,1226,784,39438,5024,10859,1081,3271,2829,3991,1116,4921,6037,5133,1762,631,2236,2174,13958,19,0.47,0.34,0.63
101108,1189,1189,40977,7559,16004,1602,4336,4684,5382,727,4627,5354,11271,2499,186,2843,2880,21404,18,0.47,0.37,0.87
200752,1015,692,31274,5976,13245,1086,3116,2730,3441,1311,4409,5720,1995,1103,738,1971,2285,15768,17,0.44,0.34,0.8
200768,1018,810,33007,4907,11576,2044,5550,3416,4191,829,3725,4554,6523,1351,307,2427,2842,15274,17,0.42,0.35,0.82
200782,749,612,21783,1903,4474,780,2134,651,871,1128,3058,4186,1101,817,236,737,1856,5237,12,0.43,0.33,0.74
201142,978,975,35912,9126,18311,1841,4800,6591,7439,673,6235,6908,4239,1053,1095,3100,1893,26684,15,0.5,0.38,0.89
201143,992,982,31888,5571,10853,694,1894,1540,2029,1985,6045,8030,3255,784,1166,1463,2202,13376,16,0.51,0.35,0.76
201144,1000,963,31863,5191,11849,1565,4108,2725,3326,473,2505,2978,5726,1407,207,1972,1985,14672,16,0.43,0.37,0.81
201145,955,556,27037,4226,9399,945,2763,2288,2846,824,3197,4021,1450,633,482,1340,2017,11685,15,0.45,0.33,0.8
201152,1053,672,30369,5705,11273,483,1470,1307,1966,2126,4000,6126,1886,1465,425,1519,2265,13200,16,0.51,0.28,0.65
201565,682,504,21345,4787,10497,569,1798,2082,2507,536,1714,2250,3666,525,236,1687,852,12225,14,0.44,0.3,0.86
201566,1072,1007,36888,8616,19715,1201,3952,5665,7270,1749,6109,7858,8994,1750,335,4366,2806,24098,15,0.44,0.3,0.77
201567,853,662,25911,4821,10971,1536,4130,3474,4187,2118,6828,8946,1995,535,349,1594,1691,14652,15,0.43,0.35,0.83
201568,714,551,21347,3400,7945,1406,3678,2915,3312,490,2944,3434,1392,524,253,860,1278,11121,13,0.43,0.38,0.89
201569,794,615,25614,4371,10203,1827,4949,2284,2818,310,1597,1907,2245,668,273,1546,1463,12853,15,0.43,0.36,0.81
201572,920,880,27766,5724,11586,746,2169,2786,3503,1873,3862,5735,1308,528,1659,1553,2435,14980,15,0.49,0.18,0.79
201577,965,604,20799,3462,6445,54,181,1295,1745,2140,2503,4643,808,217,1038,1055,1841,8273,15,0.54,0.16,0.72
201580,831,338,13809,2756,4785,13,70,927,1516,1535,2766,4301,360,321,1197,835,1811,6452,15,0.57,0.15,0.64
201586,828,631,22878,4138,8021,507,1433,1167,1549,1754,4227,5981,653,332,1642,1088,2285,9950,14,0.51,0.34,0.75
201587,968,817,29194,3724,8528,1548,4249,1479,1776,961,3969,4930,3292,906,617,1579,1693,10475,15,0.44,0.36,0.82
201588,841,480,23073,3209,7013,1011,2639,1645,2042,496,2064,2560,2657,748,220,1034,1659,9074,15,0.46,0.38,0.81
201599,1012,780,26654,3686,5464,2,13,1711,3601,3040,7259,10299,962,544,1521,1368,2542,9085,15,0.68,0.08,0.49
201609,892,498,24152,4381,9538,1106,3034,2101,2750,598,2062,2660,4172,831,158,1959,2002,11969,15,0.45,0.36,0.77
201933,719,675,23531,5293,10731,493,1520,3088,4442,1428,4474,5902,2954,600,340,1687,1950,14167,13,0.47,0.29,0.71
201935,897,684,30945,6572,14850,2496,6863,6706,7804,690,4168,4858,5939,1388,472,3308,2340,22346,14,0.44,0.36,0.86
201937,675,601,20287,2426,6243,628,1921,1975,2345,421,2365,2786,5078,1208,89,1744,1702,7455,12,0.38,0.32,0.82
201939,864,858,29675,7247,15271,3302,7723,3387,3726,575,3504,4079,5632,1404,202,2720,2063,21183,14,0.47,0.42,0.91
201942,1006,994,34570,7590,16244,435,1500,5530,6582,730,3736,4466,3976,985,306,2093,2295,21145,14,0.47,0.27,0.84
201949,705,217,14211,2134,4497,360,1176,766,1126,557,1931,2488,1465,524,600,963,1598,5394,14,0.46,0.28,0.66
201950,881,800,29197,5662,12302,1265,3475,1799,2305,815,2765,3580,5672,1323,447,2408,1953,14388,14,0.46,0.37,0.79
201959,906,433,21813,3308,6377,46,185,1334,1873,2024,3413,5437,893,501,920,980,2281,7996,14,0.53,0.14,0.71
201976,570,482,15599,1722,4170,885,2358,606,799,616,1766,2382,1952,642,296,706,1753,4935,11,0.41,0.38,0.77
201980,820,709,20752,2525,6000,1562,3912,534,664,499,2316,2815,1271,847,631,816,1439,7146,14,0.41,0.38,0.67
201988,852,106,17442,2757,6463,1487,3818,718,839,253,1168,1421,1937,545,74,816,1096,7719,14,0.43,0.4,0.84
202066,644,238,13234,1402,3517,622,1807,485,656,267,1195,1462,1119,526,206,573,1161,3911,13,0.39,0.34,0.71
202083,932,754,27861,3765,8969,1810,4804,1694,2056,481,2180,2661,1805,905,188,1059,1931,11034,14,0.41,0.37,0.82
202322,647,604,22588,4373,10171,651,2021,2691,3468,361,2343,2704,5735,1045,439,2412,1394,12088,11,0.43,0.3,0.76
202324,734,480,18109,3279,6131,38,192,1405,2109,1807,3504,5311,830,559,898,939,1793,8001,12,0.54,0.1,0.65
202330,762,599,23696,4103,9055,1052,2850,2577,3124,581,2845,3426,2675,748,303,1487,1314,11835,13,0.46,0.34,0.76
202331,776,728,26079,5429,12422,1968,5142,3112,3665,671,4304,4975,2846,1327,339,2120,2060,15938,13,0.43,0.38,0.84
202397,665,163,13400,2187,5086,279,866,486,718,241,1418,1659,2587,472,174,840,877,5139,13,0.41,0.27,0.62
202681,651,651,22283,5582,11853,1501,3835,2508,2842,513,2030,2543,3715,857,274,1688,1501,15173,12,0.47,0.39,0.89
202685,749,720,19469,4014,7154,186,522,1892,2401,2108,4988,7096,914,305,729,1247,2147,10106,11,0.56,0.24,0.79
202687,781,319,15328,1535,2888,0,3,910,1633,1504,3154,4658,483,201,1009,713,1701,3980,12,0.54,0.0,0.54
202689,750,697,24810,4999,11954,1670,4642,2818,3354,418,2413,2831,3938,923,282,1574,1111,14486,12,0.41,0.34,0.84
202691,688,651,22616,5064,11132,2076,5005,1295,1519,317,2101,2418,1602,603,365,1165,1453,13499,10,0.45,0.41,0.86
202692,571,98,12801,2012,4757,617,1588,1368,1737,319,1584,1903,1096,384,103,688,1089,6009,12,0.42,0.38,0.8
202693,671,338,16210,2737,6085,557,1611,1066,1363,799,2606,3405,1031,528,337,963,1777,7097,12,0.44,0.34,0.8
202694,743,479,20479,3439,7889,1226,3238,1311,1675,654,2800,3454,1158,501,220,875,1613,9415,12,0.43,0.36,0.77
202695,606,577,18990,4228,8567,911,2382,2379,2771,735,3141,3876,1791,1055,382,980,1032,11746,11,0.49,0.37,0.84
202696,793,732,24637,5772,11653,642,1835,1288,1692,1996,6315,8311,2213,685,718,1383,1938,13474,12,0.49,0.28,0.75
202699,751,631,23591,4757,9946,1039,2799,1848,2220,734,3869,4603,1756,557,394,1063,1533,12401,12,0.48,0.35,0.83
202704,736,498,18933,3570,8443,996,2900,1433,1673,381,1802,2183,3144,516,89,1391,1430,9569,12,0.42,0.33,0.85
202709,720,173,15781,1942,4397,393,1146,762,968,354,1479,1833,2195,538,161,745,1146,5039,12,0.44,0.33,0.79
202710,729,624,24185,4256,9181,578,1804,3987,4741,1152,2740,3892,3027,1209,336,1188,1048,13077,12,0.46,0.3,0.83
202711,654,537,19139,3501,7615,1362,3452,1771,2052,352,2016,2368,1079,366,47,1085,1070,10135,9,0.46,0.39,0.86
202722,421,39,7739,1072,2527,791,1990,371,432,134,943,1077,404,175,150,231,700,3306,7,0.42,0.39,0.85
203076,634,627,21811,5678,10961,305,1010,3543,4452,1617,4906,6523,1491,862,1474,1240,1499,15204,11,0.52,0.24,0.79
203078,676,642,23435,5442,11866,1484,3988,2557,3109,587,2162,2749,2858,752,270,1644,1491,14925,11,0.46,0.37,0.81
203081,752,752,27319,6108,13918,2312,6207,4249,4752,449,2693,3142,5024,716,234,2121,1449,18777,11,0.44,0.37,0.89
203082,688,163,16822,2754,6599,1249,3440,803,960,240,1684,1924,852,543,216,659,1125,7560,11,0.42,0.36,0.81
203083,675,585,19921,3927,7209,11,92,1443,3088,3078,5840,8918,852,890,981,1261,2107,9308,11,0.56,0.12,0.49
203084,798,737,25437,4039,8877,1093,2878,2179,2703,811,3250,4061,1461,564,148,993,1252,11350,11,0.46,0.38,0.8
203085,698,184,16750,2207,5263,785,2243,777,1187,221,1215,1436,1506,492,111,731,1471,5976,11,0.42,0.35,0.67
203095,640,478,18077,3189,7206,1246,3292,1227,1535,267,1473,1740,1615,556,92,1005,1536,8851,11,0.44,0.38,0.79
203109,606,344,15114,1967,4645,972,2722,845,1085,386,2112,2498,934,609,211,515,1263,5751,10,0.43,0.36,0.78
203110,732,582,21004,2330,5237,601,1902,1081,1521,785,4317,5102,4057,997,748,1633,2063,6342,11,0.44,0.3,0.72
203114,665,583,20985,4095,8953,1237,3172,1889,2143,407,2805,3212,2516,804,125,1392,1695,11316,11,0.45,0.38,0.88
203115,661,284,16873,2788,6466,876,2467,1080,1371,465,2294,2759,1800,492,269,942,1032,7532,11,0.42,0.33,0.79
203145,609,295,12327,1731,4214,633,1785,760,1042,218,1655,1873,1051,598,293,823,1203,4855,10,0.4,0.34,0.7
203200,552,256,13409,1658,4147,933,2564,498,606,204,1401,1605,802,524,235,473,903,4747,10,0.39,0.34,0.7
203210,500,165,10488,1501,3173,407,1116,590,754,853,2026,2879,470,283,213,543,1329,3999,9,0.49,0.31,0.69
203457,441,210,9752,1297,2376,3,15,550,843,848,1826,2674,478,563,658,566,1129,3147,9,0.55,0.15,0.69
203458,535,225,9991,1540,3057,93,273,846,1230,1013,2102,3115,448,203,511,632,1370,4019,10,0.52,0.26,0.69
203468,638,541,20323,4738,10447,1506,3808,1379,1705,408,1843,2251,2326,574,252,1155,1341,12361,10,0.45,0.39,0.78
203469,494,273,10974,1586,3051,32,145,998,1365,994,1955,2949,691,320,321,522,1281,4202,9,0.53,0.27,0.73
203471,662,304,17681,3443,7927,770,2276,1634,1954,279,1658,1937,3070,546,87,1544,1354,9290,10,0.43,0.33,0.82
203473,446,193,7895,1167,2170,172,484,450,613,694,1957,2651,328,234,356,425,1118,2956,10,0.49,0.19,0.72
203476,552,192,11474,1560,3105,132,371,849,1075,952,2225,3177,734,419,498,615,1199,4101,10,0.49,0.39,0.78
203482,652,208,14586,2385,5005,793,2157,1068,1357,771,2525,3296,1385,508,310,985,1859,6631,10,0.48,0.37,0.79
203484,734,592,21569,3033,7157,1263,3448,1163,1430,448,1850,2298,1262,818,173,757,1362,8492,10,0.43,0.37,0.81
203486,661,386,14787,2200,3669,2,36,1150,2044,1423,3048,4471,1595,487,563,982,1852,5552,10,0.6,0.02,0.56
203488,426,29,6243,931,2002,394,1021,310,366,324,975,1299,349,142,202,228,586,2566,10,0.46,0.34,0.86
203490,487,312,12687,1985,4141,638,1606,525,661,568,1864,2432,725,569,212,372,863,5133,10,0.45,0.34,0.81
203493,467,253,10796,1265,2979,755,1963,254,308,173,1053,1226,568,273,67,267,676,3539,10,0.41,0.37,0.8
203496,523,420,15181,2028,4966,1143,3167,847,1046,474,2504,2978,778,810,490,783,1526,6046,10,0.42,0.37,0.72
203497,656,564,19694,3025,4619,0,14,2146,3352,2167,5476,7643,847,451,1415,1087,1712,8196,10,0.64,0.0,0.63
203500,706,641,18945,2713,4619,1,15,1091,2036,2599,3189,5788,1079,624,675,1029,1748,6518,10,0.58,0.03,0.53
203501,590,275,15848,2799,6637,1274,3563,1082,1351,188,1477,1665,1052,363,84,585,964,7954,10,0.42,0.35,0.8
203504,498,130,10401,1847,4500,564,1637,534,659,164,714,878,1522,274,52,555,641,4792,9,0.42,0.36,0.81
203506,464,372,15101,2892,6585,728,2092,1360,1720,275,1823,2098,1812,760,212,1162,1108,7872,10,0.43,0.35,0.77
203507,698,633,22764,5671,10598,482,1680,3858,5432,1219,5451,6670,3242,797,890,2052,2113,15682,10,0.53,0.28,0.71
203521,432,93,8483,795,2078,365,994,272,323,162,576,738,1522,200,19,501,792,2227,9,0.36,0.34,0.82
203526,421,98,6603,915,2000,256,702,329,407,92,551,643,880,274,33,386,548,2415,8,0.47,0.36,0.83
203552,371,160,8828,1452,3065,704,1585,375,436,112,657,769,732,264,49,382,596,3983,9,0.4,0.46,0.68
203585,305,122,5847,640,1526,275,779,152,230,243,595,838,367,150,49,186,435,1707,7,0.44,0.37,0.66
203648,149,11,1251,168,334,9,58,64,118,113,159,272,87,47,27,88,172,409,5,0.5,0.08,0.41
203897,526,439,16939,3780,8199,1169,3037,1872,2253,248,1858,2106,2063,474,154,1395,1147,10601,9,0.45,0.38,0.83
203903,596,195,16614,3622,8232,1112,3310,1197,1454,526,1527,2053,1633,508,88,1080,1039,9553,9,0.44,0.34,0.82
203914,475,375,13522,2065,4592,730,1974,719,880,283,886,1169,963,550,102,562,857,5579,9,0.43,0.36,0.82
203915,440,237,12015,1946,4657,691,2057,1399,1761,197,1133,1330,2212,299,120,758,1023,5982,9,0.4,0.3,0.81
203920,234,70,3873,443,823,10,49,251,365,427,571,998,221,104,126,130,393,1147,6,0.55,0.13,0.7
203924,604,321,16226,2539,5559,697,1941,1601,2183,534,1872,2406,869,391,651,703,1377,7376,9,0.45,0.35,0.72
203925,459,280,11699,1814,3778,959,2205,372,480,254,1212,1466,751,228,93,507,964,4959,9,0.44,0.41,0.66
203926,497,92,10369,1802,3774,733,1775,435,528,199,959,1158,499,110,46,349,759,4772,9,0.47,0.41,0.81
203932,550,461,16047,2802,5975,615,1872,1201,1737,918,2594,3512,1386,407,357,836,1102,7420,9,0.47,0.33,0.69
203933,356,236,10009,2216,4375,262,737,670,859,462,979,1441,426,342,175,357,832,5364,8,0.51,0.29,0.77
203935,561,340,16815,1979,5136,869,2696,1068,1371,465,1541,2006,2612,874,208,1036,1442,5895,9,0.39,0.32,0.77
203937,549,277,11751,1452,3036,239,696,589,823,408,2020,2428,1346,561,337,545,854,3732,9,0.47,0.33,0.7
203939,555,215,10668,1567,2643,121,412,985,1316,894,1650,2544,560,355,263,390,1276,4240,9,0.59,0.24,0.75
203943,333,171,5509,604,1331,91,289,267,391,454,1220,1674,238,128,138,259,609,1566,8,0.44,0.36,0.61
203944,572,492,18086,3837,8155,592,1772,2260,3039,1146,4255,5401,2066,404,252,1578,1791,10526,9,0.46,0.27,0.66
203952,631,631,21989,4502,10030,918,2597,2153,2990,790,2020,2810,1465,635,426,1236,1393,12075,9,0.45,0.35,0.7
203954,367,367,11590,3235,6534,435,1279,2936,3600,837,3287,4124,1242,329,605,1252,1139,9841,7,0.49,0.35,0.81
203967,324,189,7867,1317,3005,442,1249,605,728,471,1385,1856,655,192,78,537,680,3681,6,0.43,0.35,0.84
203991,509,446,13638,2755,4410,0,4,798,1502,1825,3634,5459,494,354,759,561,1232,6308,9,0.61,0.0,0.5
203992,345,156,9922,1813,4138,821,2148,489,597,157,1027,1184,1165,350,82,506,728,4936,6,0.44,0.38,0.82
203994,436,356,10456,2101,4185,71,237,1057,1567,1090,2641,3731,970,386,490,918,1376,5330,9,0.49,0.15,0.67
203999,573,532,17563,4415,8030,576,1657,2099,2531,1487,4488,5975,3746,689,406,1626,1591,11505,8,0.55,0.35,0.83
204001,364,363,11344,2480,5561,657,1857,1370,1672,635,2245,2880,597,263,679,626,1116,6987,7,0.45,0.35,0.82
204038,397,62,8720,1139,2845,538,1470,369,449,192,793,985,667,264,59,241,628,3185,8,0.38,0.35,0.74
204060,611,313,15624,1850,4131,1104,2713,424,551,196,1767,1963,2282,556,93,954,1131,5228,9,0.44,0.4,0.77
204456,532,91,11685,1638,3246,127,378,283,361,291,1290,1581,2662,668,99,856,782,3686,8,0.5,0.33,0.78
1626145,507,80,9600,1291,2970,380,1062,385,472,124,792,916,1933,499,36,373,398,3347,8,0.43,0.35,0.81
1626149,505,36,10472,2490,4021,9,79,1188,1791,921,1643,2564,673,268,404,546,1056,6177,8,0.62,0.09,0.65
1626153,398,40,8026,996,2209,261,744,469,583,308,917,1225,1144,462,136,368,430,2722,8,0.45,0.35,0.81
1626156,476,412,14206,3050,7196,1186,3296,1157,1465,246,1419,1665,2691,529,140,1340,905,8443,8,0.42,0.36,0.79
1626157,503,503,17180,4283,8133,817,2078,2223,2663,1483,4154,5637,1597,405,677,1355,1715,11606,8,0.52,0.38,0.84
1626158,408,161,8213,1533,2524,46,172,598,800,715,1521,2236,408,223,406,359,1071,3710,8,0.61,0.25,0.75
1626159,344,128,8907,1121,2718,229,728,358,561,364,1396,1760,890,307,137,500,794,2829,8,0.4,0.27,0.64
1626161,363,216,8159,1392,2561,5,30,529,864,610,1567,2177,529,298,282,342,855,3318,7,0.5,0.12,0.52
1626162,474,180,12023,2090,4854,715,2173,906,1218,449,1608,2057,462,447,205,468,1206,5801,8,0.43,0.32,0.73
1626163,403,49,8101,1300,3015,426,1216,586,787,296,1267,1563,640,173,143,314,608,3612,8,0.47,0.36,0.76
1626164,506,481,17075,4209,9191,1045,2920,2540,2924,269,1730,1999,2389,424,139,1562,1486,12003,8,0.46,0.36,0.86
1626166,287,54,5347,904,2149,310,846,226,270,92,560,652,1015,201,65,359,504,2344,8,0.42,0.37,0.85
1626167,476,443,13730,2352,4752,462,1302,1104,1438,683,2557,3240,575,339,1092,648,1398,6270,8,0.5,0.34,0.76
1626168,443,123,7942,1220,2769,400,1160,455,623,358,1516,1874,456,169,153,358,611,3295,8,0.45,0.35,0.73
1626169,445,104,8800,1020,2613,339,1111,408,545,249,1136,1385,674,377,106,476,865,2787,8,0.41,0.32,0.72
1626171,472,112,10329,2149,4514,487,1295,514,680,907,2319,3226,579,261,170,501,865,5299,8,0.47,0.37,0.75
1626172,420,198,7252,884,1527,10,58,304,500,836,1368,2204,635,207,236,242,919,2082,8,0.55,0.17,0.55
1626174,256,137,6278,1385,2654,344,898,678,1002,381,1531,1912,364,150,233,391,503,3792,7,0.5,0.36,0.68
1626179,522,280,14047,2545,6098,1074,2897,855,1039,357,1705,2062,1731,485,124,678,762,7019,8,0.39,0.35,0.81
1626181,425,164,9330,1656,3595,575,1512,839,1026,157,945,1102,626,328,121,497,762,4726,8,0.46,0.38,0.82
1626184,111,7,1845,211,530,100,279,115,147,23,144,167,204,55,9,105,186,637,4,0.3,0.26,0.81
1626188,183,29,2576,468,1014,175,427,62,76,46,265,311,286,51,7,127,195,1173,5,0.47,0.43,0.8
1626192,454,56,8651,1023,2334,542,1493,202,260,316,1259,1575,566,222,122,244,524,2790,8,0.43,0.36,0.79
1626195,333,46,5017,948,1775,35,117,513,724,695,1226,1921,354,137,132,335,553,2444,7,0.54,0.27,0.7
1626196,478,310,13967,2091,4871,765,2095,779,926,341,1148,1489,1303,500,270,662,1087,5726,8,0.43,0.37,0.83
1626204,379,113,9169,1281,2385,159,464,371,537,749,1714,2463,733,458,199,395,857,3092,8,0.54,0.32,0.72
1626220,419,279,11197,980,2234,538,1397,249,317,261,1745,2006,966,335,174,431,997,2747,6,0.44,0.38,0.78
1626224,379,181,9108,1360,3169,587,1672,446,626,180,988,1168,776,268,55,423,764,3753,6,0.44,0.35,0.69
1626246,267,16,2337,574,1004,10,38,335,436,328,643,971,121,44,76,158,274,1493,8,0.58,0.14,0.75
1627732,312,307,10335,1908,3407,5,35,834,1410,559,1899,2458,2364,517,220,1013,904,4655,5,0.56,0.12,0.57
1627734,464,324,13501,2676,4933,202,626,1326,1814,1082,3341,4423,1838,347,209,1104,1437,6880,7,0.54,0.35,0.72
1627736,376,86,8012,1430,3399,792,2098,273,331,144,800,944,483,224,50,284,435,3925,7,0.42,0.37,0.81
1627737,265,145,4943,774,1676,146,498,359,539,329,923,1252,282,172,220,324,674,2053,6,0.43,0.23,0.67
1627741,410,308,12681,2596,5885,1350,3304,583,676,330,1556,1886,1149,380,131,787,901,7125,7,0.45,0.41,0.86
1627742,388,349,12715,2620,5692,525,1451,1471,1899,288,1713,2001,1511,276,222,950,941,7236,7,0.46,0.36,0.77
1627745,196,65,2758,396,609,12,42,207,298,219,418,637,142,70,136,128,407,1011,7,0.59,0.08,0.61
1627747,355,201,9938,1879,4331,498,1473,782,1068,262,1093,1355,1371,368,113,663,734,5038,7,0.43,0.34,0.73
1627749,369,298,10046,2042,4473,320,940,627,802,359,1828,2187,1846,535,101,706,667,5031,6,0.45,0.34,0.77
1627750,390,315,11849,2404,5369,781,2107,960,1102,305,1139,1444,1583,371,118,772,707,6549,6,0.45,0.37,0.87
1627751,460,208,9551,1577,2514,2,3,409,772,1178,1746,2924,735,248,574,499,1072,3565,7,0.62,0.21,0.53
1627752,372,212,8899,1373,3253,620,1676,505,621,184,1223,1407,620,306,154,579,775,3871,7,0.43,0.37,0.82
1627759,450,343,13249,2945,6194,841,2291,1180,1632,419,1909,2328,974,434,168,896,1133,7911,7,0.47,0.36,0.72
1627763,378,258,11169,2149,4623,609,1584,898,1019,305,1285,1590,1761,313,89,663,715,5805,7,0.47,0.38,0.88
1627774,243,49,3099,458,996,131,437,128,178,102,315,417,127,99,71,122,254,1175,6,0.41,0.27,0.72
1627777,354,18,5436,820,1863,526,1291,142,162,97,643,740,308,108,43,208,537,2308,7,0.41,0.31,0.84
1627780,144,39,2157,316,571,70,207,49,80,115,289,404,160,158,37,85,247,751,7,0.54,0.36,0.59
1627783,444,350,13438,2798,5749,444,1360,1342,1738,641,2232,2873,1513,404,296,827,1236,7382,7,0.49,0.29,0.75
1627788,281,49,5049,732,1808,385,1087,262,345,81,522,603,362,160,40,195,304,2111,6,0.39,0.34,0.71
1627789,299,54,4708,579,1482,289,862,294,352,117,460,577,271,117,35,216,546,1741,6,0.38,0.32,0.81
1627814,271,57,5763,789,1807,362,951,337,384,126,811,937,392,183,26,222,439,2277,6,0.44,0.37,0.87
1627823,315,67,4912,551,1298,245,724,252,367,248,805,1053,198,121,63,157,347,1599,7,0.39,0.31,0.69
1627826,381,269,7913,1304,2170,1,12,656,890,932,1810,2742,440,127,347,442,897,3265,7,0.58,0.04,0.73
1627827,434,322,12048,1316,2972,637,1769,325,451,647,1333,1980,613,354,188,373,933,3594,7,0.43,0.35,0.73
1627832,393,244,11528,1908,4727,928,2467,903,1042,167,1140,1307,1998,510,158,637,818,5647,7,0.4,0.38,0.86
1627853,228,36,3747,350,813,174,465,134,166,53,380,433,462,117,7,127,340,1008,6,0.4,0.37,0.51
1627854,389,166,7879,1226,2814,653,1599,292,358,65,588,653,480,146,10,262,551,3397,7,0.41,0.38,0.84
1627863,213,94,5000,594,1383,306,851,240,314,125,598,723,263,128,79,170,361,1734,7,0.36,0.29,0.66
1627884,321,97,6166,768,1503,150,497,375,529,398,671,1069,224,201,221,175,638,2061,7,0.5,0.29,0.71
1627885,158,23,2598,342,779,49,173,162,227,69,343,412,262,165,62,109,254,895,5,0.41,0.22,0.6
1627936,270,54,5715,570,1336,213,573,290,391,143,565,708,748,329,98,328,527,1643,6,0.43,0.38,0.74
1628021,237,50,4583,603,1231,87,272,329,489,236,630,866,246,177,106,163,447,1622,6,0.5,0.31,0.68
1628365,163,118,4155,756,1644,61,223,245,344,122,423,545,800,194,39,321,317,1818,6,0.44,0.23,0.7
1628366,252,239,8187,1117,2790,595,1633,166,287,262,1185,1447,1563,391,162,637,547,2995,5,0.4,0.36,0.59
1628367,279,92,6595,1205,2890,260,884,554,816,246,895,1141,529,246,165,527,716,3224,5,0.42,0.29,0.69
1628368,369,355,11909,2699,5766,439,1365,1451,1979,189,1149,1338,2294,480,158,1019,970,7288,6,0.47,0.32,0.74
1628369,415,415,14049,3228,7057,994,2628,1734,2041,373,2481,2854,1327,463,289,920,879,9184,6,0.46,0.38,0.85
1628370,359,38,7426,1390,3256,591,1686,470,555,127,719,846,824,195,89,488,506,3841,6,0.42,0.35,0.84
1628371,141,106,3557,486,1113,138,415,190,240,177,578,755,149,152,206,151,277,1300,4,0.45,0.36,0.67
1628372,228,137,5560,939,2339,207,690,338,513,137,535,672,988,257,71,505,475,2423,6,0.36,0.23,0.68
1628373,301,62,5185,557,1503,198,614,167,218,94,442,536,667,201,62,323,578,1479,6,0.37,0.33,0.74
1628374,331,305,10071,1939,4262,782,2084,900,1051,395,1936,2331,439,220,171,443,625,5560,6,0.46,0.38,0.85
1628378,389,381,13200,3365,7568,1119,3068,1577,1883,309,1294,1603,1755,512,115,1085,984,9426,6,0.45,0.37,0.84
1628379,330,85,7677,1166,2584,608,1422,297,340,83,847,930,640,165,48,307,481,3237,6,0.45,0.43,0.88
1628380,224,23,4054,569,1203,119,359,245,331,304,707,1011,304,75,154,274,543,1502,5,0.47,0.34,0.73
1628381,339,288,9928,2139,3865,315,886,850,1089,777,2005,2782,514,198,361,503,1063,5443,6,0.55,0.35,0.78
1628382,243,50,4320,541,1304,201,644,143,177,97,484,581,255,85,42,110,256,1426,6,0.32,0.25,0.79
1628384,346,272,9671,1472,3149,534,1440,426,580,378,1116,1494,520,424,173,432,815,3904,6,0.47,0.37,0.71
1628386,388,323,10623,1812,2886,19,103,963,1375,1078,2342,3420,546,228,521,527,789,4606,6,0.63,0.17,0.71
1628389,392,288,11388,2177,3923,8,60,1307,1744,876,2463,3339,1346,398,348,832,978,5669,6,0.55,0.12,0.75
1628391,134,6,1698,228,539,86,266,62,100,77,350,427,105,39,39,75,162,604,5,0.5,0.27,0.63
1628392,203,9,3018,452,790,24,75,181,260,358,539,897,256,110,162,179,452,1109,5,0.56,0.21,0.7
1628396,177,18,1987,344,544,5,11,92,136,277,451,728,90,42,98,101,246,785,6,0.53,0.25,0.75
1628398,393,263,12180,2424,5394,764,2263,808,1119,426,2076,2502,963,220,208,795,826,6420,6,0.45,0.34,0.72
1628401,290,200,7508,1147,2575,384,1096,621,740,143,804,947,1095,228,235,378,629,3299,6,0.45,0.39,0.82
1628404,346,168,9751,1206,2639,459,1339,520,705,348,1762,2110,814,326,113,421,806,3391,6,0.46,0.34,0.73
1628408,109,6,1904,260,637,82,256,74,110,65,255,320,189,61,34,87,167,676,6,0.46,0.29,0.44
1628410,152,40,2140,335,714,81,244,180,224,48,184,232,175,88,32,124,230,931,5,0.55,0.25,0.58
1628415,320,293,9142,1760,4221,519,1520,650,816,237,754,991,672,300,90,511,1064,4689,6,0.42,0.34,0.79
1628416,86,5,1233,180,476,83,240,61,89,27,148,175,96,24,6,47,83,504,3,0.51,0.37,0.44
1628418,210,133,4284,891,1478,114,312,329,434,324,921,1245,247,75,169,173,386,2225,6,0.57,0.33,0.73
1628420,325,150,8347,1350,2812,395,1002,323,392,115,689,804,1283,254,56,261,381,3418,6,0.51,0.33,0.85
1628427,108,4,1067,133,271,51,124,41,50,41,130,171,84,30,14,52,108,358,4,0.48,0.37,0.84
1628432,112,7,1239,131,319,65,169,31,45,26,176,202,85,44,15,43,113,358,4,0.38,0.4,0.51
1628436,180,35,2560,358,807,147,448,93,120,136,352,488,169,57,151,77,205,956,6,0.39,0.27,0.6
1628449,279,23,5108,895,1856,246,742,499,644,524,982,1506,137,145,308,145,578,2535,6,0.4,0.27,0.66
1628464,264,127,5044,759,1398,133,398,278,380,403,876,1279,323,124,234,217,722,1929,6,0.53,0.33,0.69
1628467,348,135,7953,871,1942,430,1197,272,342,409,1230,1639,366,148,323,232,723,2444,6,0.45,0.36,0.8
1628470,293,126,5761,653,1444,247,716,147,211,370,743,1113,297,143,155,182,615,1700,6,0.44,0.34,0.67
